Division,District ,Year,Month,Total,ANC1(%),ANC2(%),ANC3(%),ANC4(%),ANC1,ANC2,ANC3,ANC4,Delivery,NVD(%),Ceasarean(%),NVD,Ceasarean,Total Death,Maternal Death(%),Maternal Death,Maternal Death Review,Total PNC,PNC1(%),PNC2(%),PNC1,PNC2
Sylhet  ,Sunamganj,2024,December,2653,39.35167735,23.89747456,19.14813419,17.60271391,1044,634,508,467,1134,93.56261023,5.555555556,1061,63,0,0,0,0,1275,62.58823529,37.41176471,798,477
Sylhet  ,Sunamganj,2023,January,2477,48.60718611,21.5583367,14.57408155,15.26039564,1204,534,361,378,899,92.65850945,6.451612903,833,58,2,0,0,2,1255,68.60557769,31.39442231,861,394
Sylhet  ,Sunamganj,2023,February,2787,56.40473628,20.48797991,10.9795479,12.12773592,1572,571,306,338,805,81.11801242,7.453416149,653,60,1,100,1,0,1033,67.18296225,32.81703775,694,339
Sylhet  ,Sunamganj,2023,March,2694,51.74461767,24.16481069,11.24721604,12.84335561,1394,651,303,346,774,89.53488372,7.881136951,693,61,0,0,0,0,1150,66.26086957,33.73913043,762,388
Sylhet  ,Sunamganj,2023,April,2071,50.70014486,21.34234669,13.85803959,14.09946886,1050,442,287,292,596,87.91946309,10.40268456,524,62,0,0,0,0,883,67.38391846,32.61608154,595,288
Sylhet  ,Sunamganj,2023,May,2965,52.61382799,23.54131535,11.70320405,12.14165261,1560,698,347,360,662,88.97280967,9.667673716,589,64,2,50,1,1,1003,60.81754736,39.18245264,610,393
Sylhet  ,Sunamganj,2023,June,2473,47.71532552,25.1920744,12.33319854,14.75940154,1180,623,305,365,666,86.18618619,7.357357357,574,49,1,100,1,0,1012,63.53754941,36.46245059,643,369
Sylhet  ,Sunamganj,2023,July,3064,48.7924282,21.14882507,16.64490862,13.41383812,1495,648,510,411,804,89.17910448,9.950248756,717,80,0,0,0,0,1203,70.98919368,29.01080632,854,349
Sylhet  ,Sunamganj,2023,August,3302,47.69836463,23.0466384,14.93034525,14.32465173,1575,761,493,473,942,90.97664544,7.961783439,857,75,0,0,0,0,1417,68.80733945,31.19266055,975,442
Sylhet  ,Sunamganj,2023,September,2877,46.54153632,24.78275982,13.97288843,14.70281543,1339,713,402,423,905,87.84530387,9.613259669,795,87,0,0,0,0,1527,62.60641781,37.39358219,956,571
Sylhet  ,Sunamganj,2023,October,2902,46.79531358,23.74224673,13.99035148,15.47208822,1358,689,406,449,1086,92.3572744,6.813996317,1003,74,0,0,0,0,1628,66.58476658,33.41523342,1084,544
Sylhet  ,Sunamganj,2023,November,2620,43.74045802,24.50381679,14.65648855,17.09923664,1146,642,384,448,1096,89.96350365,8.211678832,986,90,1,100,1,0,1762,63.16685585,36.83314415,1113,649
Sylhet  ,Sunamganj,2023,December,2420,42.27272727,23.88429752,16.32231405,17.52066116,1023,578,395,424,1148,94.51219512,4.355400697,1085,50,2,50,1,1,1608,63.74378109,36.25621891,1025,583
Sylhet  ,Sunamganj,2022,January,2143,48.25011666,21.65188987,15.67895474,14.41903873,1034,464,336,309,1112,79.13669065,20.05395683,880,223,2,100,2,0,1494,71.8206158,28.1793842,1073,421
Sylhet  ,Sunamganj,2022,February,2250,47.68888889,24.53333333,14.66666667,13.11111111,1073,552,330,295,945,76.08465608,22.75132275,719,215,0,0,0,0,1237,76.79870655,23.20129345,950,287
Sylhet  ,Sunamganj,2022,March,2116,45.69943289,23.06238185,16.02079395,15.2173913,967,488,339,322,727,83.49381018,15.130674,607,110,0,0,0,0,976,74.3852459,25.6147541,726,250
Sylhet  ,Sunamganj,2022,April,1945,42.31362468,22.72493573,15.73264781,19.22879177,823,442,306,374,745,85.63758389,12.75167785,638,95,0,0,0,0,1010,72.57425743,27.42574257,733,277
Sylhet  ,Sunamganj,2022,May,2251,47.35673034,22.30119947,14.74900044,15.59306975,1066,502,332,351,755,80.26490066,15.7615894,606,119,3,66.66666667,2,1,740,76.35135135,23.64864865,565,175
